,Address,City,ZipCode,State,Bedrooms,Price,Listing-Company,HOA,Zestimate,Link,Living-Area,Total-Bathrooms,Full-Bathrooms,Half-Bathrooms,Garage-Spaces,Stories,Fireplace,Lot-Size,Home-Type,New-Contruction,Year-Built,Utilities,Sunscore,Annual-Tax,Tax-Value
0,"2432 Berkshire Ln, Brentwood, CA 94513",Brentwood,94513,CA,4,649900,Dudum Real Estate Group, $50/mo,615910,https://www.zillow.com/homedetails/2432-Berkshire-Ln-Brentwood-CA-94513/68033729_zpid/,"1,992",3, 3,Not_Found, 3,Not_Found, Yes,0.15, Single Family, No,2003,Not_Found,80.54," $7,462"," $546,521"
1,"427 Collis St, Brentwood, CA 94513",Brentwood,94513,CA,4,629888,Keller Williams East County,Not_Found,629894,https://www.zillow.com/homedetails/427-Collis-St-Brentwood-CA-94513/67697960_zpid/,"2,084",3, 3,Not_Found, 2, 1,Not_Found,0.16, Single Family, No,2004, All Public,81.34," $6,780"," $499,392"
2,"821 Stonewood Ct, Brentwood, CA 94513",Brentwood,94513,CA,4,688000,KELLER WILLIAMS,Not_Found,688006,https://www.zillow.com/homedetails/821-Stonewood-Ct-Brentwood-CA-94513/18284674_zpid/,"2,122",3, 2, 1, 3,Not_Found,Not_Found,0.16, Single Family, No,1995,Not_Found,82.94," $5,549"," $467,034"
3,"1493 Dawnview Ct, Brentwood, CA 94513",Brentwood,94513,CA,5,759000,KELLER WILLIAMS,Not_Found,735851,https://www.zillow.com/homedetails/1493-Dawnview-Ct-Brentwood-CA-94513/68035690_zpid/,"2,885",3, 3,Not_Found, 3,Not_Found,Not_Found,0.19, Single Family, No,2003,Not_Found,82.94," $8,926"," $634,644"
4,"304 Alta St, Brentwood, CA 94513",Brentwood,94513,CA,4,588888,Coldwell Banker, $97/mo,551753,https://www.zillow.com/homedetails/304-Alta-St-Brentwood-CA-94513/166105115_zpid/,"2,500",3, 3,Not_Found, 2,Not_Found, Yes,0.08, Single Family, No,2016,Not_Found,Not_Found," $7,381"," $495,583"
5,"164 Davidson Ct, Brentwood, CA 94513",Brentwood,94513,CA,3,623900,All Phase Brokers,Not_Found,626899,https://www.zillow.com/homedetails/164-Davidson-Ct-Brentwood-CA-94513/50915432_zpid/,"1,880",2, 2,Not_Found, 2,Not_Found, Yes,0.14, Single Family, No,2002,Not_Found,80.54," $6,215"," $443,890"
6,"1255 Elberta Pkwy, Brentwood, CA 94513",Brentwood,94513,CA,5,759900,Pacific First Realty,Not_Found,759906,https://www.zillow.com/homedetails/1255-Elberta-Pkwy-Brentwood-CA-94513/18285056_zpid/,"3,546",4, 4,Not_Found, 2,Not_Found, Yes,0.14, Single Family, No,1999,Not_Found,86.14," $9,425"," $686,664"
7,"1396 Stonehaven Dr, Brentwood, CA 94513",Brentwood,94513,CA,4,635000,Corcoran Global Living,Not_Found,635005,https://www.zillow.com/homedetails/1396-Stonehaven-Dr-Brentwood-CA-94513/67698069_zpid/,"2,397",3, 3,Not_Found, 3,Not_Found,Not_Found,0.15, Single Family, No,2004,Not_Found,81.34," $8,320"," $602,000"
8,"193 Wright Ct, Brentwood, CA 94513",Brentwood,94513,CA,3,559000,SHARP REALTY, $81/mo,559004,https://www.zillow.com/homedetails/193-Wright-Ct-Brentwood-CA-94513/54624674_zpid/,"1,758",3, 2, 1, 2,Not_Found,Not_Found,0.1, Single Family, No,2002,Not_Found,84.54," $4,665"," $289,163"
9,"2503 Troon Dr, Brentwood, CA 94513",Brentwood,94513,CA,6,850000,Michael Vera,Not_Found,864462,https://www.zillow.com/homedetails/2503-Troon-Dr-Brentwood-CA-94513/68034895_zpid/,"3,515",4, 3, 1, 2,Not_Found, Yes,0.15, Single Family, No,2003,Not_Found,86.14," $6,994"," $480,067"
10,"801 Mericrest St, Brentwood, CA 94513",Brentwood,94513,CA,4,729900,JDK & ASSOCIATES REALTY INC,Not_Found,729906,https://www.zillow.com/homedetails/801-Mericrest-St-Brentwood-CA-94513/54625122_zpid/,"3,282",3, 3,Not_Found, 3,Not_Found,Not_Found,0.15, Single Family, No,2001,Not_Found,79.74," $8,264"," $630,800"
11,"741 Waterville Dr, Brentwood, CA 94513",Brentwood,94513,CA,4,665000,J. Rockcliff Realtors Inc., $50/mo,665005,https://www.zillow.com/homedetails/741-Waterville-Dr-Brentwood-CA-94513/54625588_zpid/,"2,437",3, 3,Not_Found, 2,Not_Found, Yes,0.14, Single Family, No,2001,Not_Found,83.74," $7,109"," $516,066"
12,"1380 Mandarin Ct, Brentwood, CA 94513",Brentwood,94513,CA,4,510000,RE/MAX Accord,Not_Found,510416,https://www.zillow.com/homedetails/1380-Mandarin-Ct-Brentwood-CA-94513/18282322_zpid/,"2,052",3, 2, 1, 2,Not_Found, Yes,0.21, Single Family, No,1985,Not_Found,Not_Found," $3,222"," $271,075"
13,"1853 Pheasant Run Ter, Brentwood, CA 94513",Brentwood,94513,CA,4,2369000,MERRILL SIGNATURE PROPERTIES, $142/mo,1823143,https://www.zillow.com/homedetails/1853-Pheasant-Run-Ter-Brentwood-CA-94513/18285738_zpid/,"6,568",6, 6,Not_Found, 5,Not_Found,Not_Found,0.53, Single Family, No,2002,Not_Found,82.94," $17,882"," $1,538,751"
14,"641 Eastwood Ct, Brentwood, CA 94513",Brentwood,94513,CA,5,749900,KELLER WILLIAMS,Not_Found,749906,https://www.zillow.com/homedetails/641-Eastwood-Ct-Brentwood-CA-94513/59398071_zpid/,"3,124",3, 3,Not_Found, 2,Not_Found,Not_Found,0.21, Single Family, No,2002,Not_Found,77.34," $9,139"," $668,000"
15,"2306 Flora Ct, Brentwood, CA 94513",Brentwood,94513,CA,6,774900,JDK & ASSOCIATES REALTY INC,Not_Found,790923,https://www.zillow.com/homedetails/2306-Flora-Ct-Brentwood-CA-94513/67400202_zpid/,"3,102",3, 3,Not_Found, 2,Not_Found,Not_Found,0.14, Single Family, No,2003,Not_Found,87.74," $9,367"," $686,796"
16,"595 Bartlett Ct, Brentwood, CA 94513",Brentwood,94513,CA,4,550000,Diablo Country Properties,Not_Found,646065,https://www.zillow.com/homedetails/595-Bartlett-Ct-Brentwood-CA-94513/18282814_zpid/,"2,746",3, 3,Not_Found, 3,Not_Found, Yes,0.15, Single Family, No,1997,Not_Found,79.74," $7,436"," $352,698"
17,"1544 Autumn Valley Way, Brentwood, CA 94513",Brentwood,94513,CA,5,649900,NextHome Town & Country,Not_Found,656936,https://www.zillow.com/homedetails/1544-Autumn-Valley-Way-Brentwood-CA-94513/18286919_zpid/,"2,891",4, 4,Not_Found, 3,Not_Found,Not_Found,0.14, Single Family, No,1998,Not_Found,85.34," $11,547"," $391,274"
18,"1265 Picadilly Ln, Brentwood, CA 94513",Brentwood,94513,CA,4,609900,WR PROPERTIES, $40/mo,612882,https://www.zillow.com/homedetails/1265-Picadilly-Ln-Brentwood-CA-94513/68039395_zpid/,"2,421",3, 2, 1, 2,Not_Found,Not_Found,0.1, Single Family, No,2005,Not_Found,83.74," $9,391"," $535,500"
19,"1190 Brookdale Dr, Brentwood, CA 94513",Brentwood,94513,CA,4,600000,Keller Williams Tri-Valley,Not_Found,600546,https://www.zillow.com/homedetails/1190-Brookdale-Dr-Brentwood-CA-94513/18279956_zpid/,"2,305",3, 2, 1, 3,Not_Found, Yes,0.15, Single Family, No,1994,Not_Found,77.34," $6,161"," $520,364"
20,"1614 Chianti Ln, Brentwood, CA 94513",Brentwood,94513,CA,2,1179000,Compass, $346/mo,1179011,https://www.zillow.com/homedetails/1614-Chianti-Ln-Brentwood-CA-94513/122009124_zpid/,"2,868",3, 2, 1, 2,Not_Found,Not_Found,0.24, Single Family, No,2016,Not_Found,Not_Found," $13,627"," $942,914"
21,"6903 Brentwood Blvd, Brentwood, CA 94513",Brentwood,94513,CA,3,499000,Eminent Valley Real Estate,Not_Found,512671,https://www.zillow.com/homedetails/6903-Brentwood-Blvd-Brentwood-CA-94513/18285400_zpid/,814,1, 1,Not_Found,Not_Found,Not_Found,Not_Found,0.64, Single Family, No,1940,Not_Found,90.94," $5,354"," $450,000"
22,"7620 Balfour Rd, Brentwood, CA 94513",Brentwood,94513,CA,5,2495000,EXP REALTY,Not_Found,2446555,https://www.zillow.com/homedetails/7620-Balfour-Rd-Brentwood-CA-94513/82860053_zpid/,"5,944",5, 4, 1, 4, 1,Not_Found,8.85, Single Family, No,2006,Not_Found,85.34," $10,186"," $909,380"
23,"831 Apple Hill Dr, Brentwood, CA 94513",Brentwood,94513,CA,5,1199900,DUDUM REAL ESTATE GROUP INC., $228/mo,1200019,https://www.zillow.com/homedetails/831-Apple-Hill-Dr-Brentwood-CA-94513/18285797_zpid/,"3,921",4, 3, 1, 4,Not_Found,Not_Found,0.26, Single Family, No,1993,Not_Found,78.94," $10,470"," $884,000"
24,"221 Brushwood Pl, Brentwood, CA 94513",Brentwood,94513,CA,4,549000,REALTY ONE GROUP ELITE,Not_Found,549405,https://www.zillow.com/homedetails/221-Brushwood-Pl-Brentwood-CA-94513/50916059_zpid/,"1,690",3, 2, 1, 2,Not_Found,Not_Found,0.14, Single Family, No,1999,Not_Found,76.54," $6,205"," $422,333"
25,"916 Augusta Dr, Brentwood, CA 94513",Brentwood,94513,CA,6,870000,KELLER WILLIAMS,Not_Found,871126,https://www.zillow.com/homedetails/916-Augusta-Dr-Brentwood-CA-94513/68038923_zpid/,"3,521",5, 5,Not_Found, 2,Not_Found,Not_Found,0.2, Single Family, No,2005,Not_Found,79.74," $9,813"," $719,000"
26,"941 Centennial Dr, Brentwood, CA 94513",Brentwood,94513,CA,3,544000,"JDK & ASSOCIATES REALTY, INC.", $145/mo,544004,https://www.zillow.com/homedetails/941-Centennial-Dr-Brentwood-CA-94513/68035119_zpid/,"1,808",2, 2,Not_Found, 2,Not_Found,Not_Found,0.13, Single Family, No,2003,Not_Found,86.94," $7,156"," $509,796"
27,"1145 Alta Vista Pl, Brentwood, CA 94513",Brentwood,94513,CA,4,789999,REALTY ONE GROUP ELITE, $119/mo,791295,https://www.zillow.com/homedetails/1145-Alta-Vista-Pl-Brentwood-CA-94513/95455759_zpid/,"2,991",3, 3,Not_Found, 3,Not_Found,Not_Found,0.18, Single Family, No,2012,Not_Found,85.34," $9,214"," $513,310"
28,"785 Mcclarren Rd, Brentwood, CA 94513",Brentwood,94513,CA,4,519000,Bay Area Villas,Not_Found,519004,https://www.zillow.com/homedetails/785-Mcclarren-Rd-Brentwood-CA-94513/18281942_zpid/,"1,697",2, 2,Not_Found, 2,Not_Found, Yes,0.18, Single Family, No,1978,Not_Found,77.34," $5,028"," $427,136"
29,"3161 Knightsen Ave, Knightsen, CA 94548",Knightsen,94548,CA,3,599000,E3 Realty and Loans,Not_Found,599064,https://www.zillow.com/homedetails/3161-Knightsen-Ave-Knightsen-CA-94548/82865952_zpid/,"1,531",2, 2,Not_Found, 1,Not_Found, Yes,0.29, Single Family, No,2007,Not_Found,71.14," $5,196"," $474,300"
30,"16711 Marsh Creek Rd TRAILER 17, Clayton, CA 94517",Clayton,94517,CA,3,180000,Horizon Manufactured Homes INC,Not_Found,184444,https://www.zillow.com/homedetails/16711-Marsh-Creek-Rd-TRAILER-17-Clayton-CA-94517/54628473_zpid/,"1,300",2, 2,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found, Mobile / Manufactured, No,2000,Not_Found,Not_Found, $257," $30,200"
31,"100 Baird Cir, Brentwood, CA 94513",Brentwood,94513,CA,4,625000,CAL BAY REALTY, $181/mo,651736,https://www.zillow.com/homedetails/100-Baird-Cir-Brentwood-CA-94513/249602715_zpid/,"2,228",3, 3,Not_Found, 2,Not_Found,Not_Found,0.1, Single Family, No,2018,Not_Found,Not_Found," $8,180"," $569,000"
32,"1050 Woodside Dr, Brentwood, CA 94513",Brentwood,94513,CA,3,880000,Keller Williams Realty,Not_Found,880008,https://www.zillow.com/homedetails/1050-Woodside-Dr-Brentwood-CA-94513/18281541_zpid/,"1,800",2, 2,Not_Found, 2,Not_Found, Yes,1.07, Single Family, No,1974,Not_Found,80.54, $917," $70,043"
